UserName,ScreenName,Location,TweetAt,OriginalTweet,Sentiment
39265,84217,,09-04-2020,As COVID 19 upends daily life many Canadians are having to make moral calculations that are well out of the ordinary like whether or not it s responsible to go to the grocery store That s tiring us out according to one philosopher,Positive
20949,65901,East London,23-03-2020,We ve had reports that a few local shops have been hiking up prices during the outbreak We won t tolerate this and will take action If you see it happening email covidabuse@lbbd gov uk with photos of the products price markings and the business  name amp address,Positive
14541,59493,Leicester - England.,20-03-2020,"#SocialDistanacing #coronavirusuk #CoronaVirusUpdate #CoronaCrisis

Social distancing in my local supermarket. I did my bit for every Tom, Dick and Abdul to ask ""Are you in the queue?"" oblivious to me social distancing!?

This is sadly why we need safety plans enforcing. https://t.co/9H2rCJX8zL",Negative
21283,66235,"Ithaca, NY",23-03-2020,"Amid the COVID-19 pandemic, eLab alumni @RosieApp is using its platform to provide food supplies from local grocery stores to communities. Learn more about the Ithaca-based #startup and its delivery areas: https://t.co/ohTZBLIYlC #ithacaisstartups https://t.co/yDgVcelCFN",Neutral
31243,76195,Barcelona,03-04-2020,"USD/CAD climbs beyond 1.4200 mark, rallying oil prices likely to cap gains ahead of NFP By @HareshMenghani https://t.co/uGzs15Aogb #USDCAD #Commodities #Coronavirus #NFP #Currencies",Positive
13552,58504,Vancouver Canada,20-03-2020,Huntsville leaders encourage residents to support local businesses through online shopping during COVID-19 pandemic  #OnlineShopping #Ecommerce [Video] https://t.co/0sgjny4ePJ https://t.co/ngCZLE0fwd,Extremely Positive
43400,88352,"New Delhi, India",13-04-2020,Join us for an interactive session with Arun Kumar Singh ACS to Department of Food Public Distribution and Consumer Affairs on April 11 at 2 30 3 30 PM Topic COVID 19 Maintaining the supply chain logistics in Jharkhand Register Now,Positive
31019,75971,Downtown LA,03-04-2020,"""LA rental prices fall for the first time in a decade.""
#coronavirus #realestate #Investment 

https://t.co/1HniyhooOA",Neutral
12161,57113,UK,19-03-2020,"If any of you see any memes of a fat dude with a gas mask in a supermarket please share it with me. I wanna see how good I look. #coronavirusUK #coronavirus 

I inadvertently got a lot of attention trying to protect the immunocompromised of my family.",Extremely Positive
7628,52580,,18-03-2020,"I made it back from the grocery store and guess what? Lots of food, milk, eggs, toilet paper, bread - everything was in stock! Proof that you hoarders and panic shoppers are creating this social pandemonium for no reason. #coronavirus #StopPanicBuying",Negative
40665,85617,"Perth, Australia",10-04-2020,Consumer Protection s website has advice about your consumer rights during the COVID 19 coronavirus pandemic The frequently asked questions address retail travel tenancy issues amp more Information will be updated regularly as new guidance is available,Neutral
27402,72354,"Asheville, NC",26-03-2020,Was helping a friend stock up with food and essentials because she has no family here and my car got towed. $225 to retrieve it. Disgusting how people are profiting off of times like these. #coronavirus #CoronavirusLockdown #CoronaVillains,Positive
37470,82422,USA,08-04-2020,"Sports companies and fashion houses are shifting their factory production toward medical supplies and hand sanitizer for the battle against the coronavirus.

#coronavirus #covid19 #supplychainmanagement #manufacturingcapability #scm  https://t.co/PHkCh3JdXw",Positive
38290,83242,"Vancouver, British Columbia",08-04-2020,More executives should do this. You shouldn't be in charge unless you've worked the floor. No ... I have a  MBA I can run anything nonsense. https://t.co/5Tn40YFRWt,Negative
7727,52679,,18-03-2020,"Looks like the #CoronaVirus will help #Amazon to achive its goal. Amazon to Hire 100,000 new workers due to massive increase in online shopping.

https://t.co/vbnilTu6xP https://t.co/aSMLBtD2Y2",Extremely Positive
8135,53087,"Surrey, Sussex or Cornwall",18-03-2020,"Spare a thought for our amazing doctors and nurses. But also for the likes of supermarket workers: Just been in @Tesco #Guildford and it was like Christmas Eve. The new delivery of loo rolls almost gone and long queues, but staff just getting on with their jobs. #coronavirus",Extremely Positive
19265,64217,,22-03-2020,"Thank goodness me and my 72 rolls of toilet paper survived Coronavirus 2020.   ?
?
https://t.co/2gh0UROP8y  ?
?
#coronavirus #toiletpaper #merica #relax #herdmentality #calmdown #relaxpeople #sheeple #thisisamerica #irrational #whyworry #freakingout #lovenotfear #love #fear https://t.co/3NBc7R0VPZ",Extremely Positive
6953,51905,"Merseyside, UK",18-03-2020,Stories of people emptying supermarket shelves or arguing over packets of pasta can paint a bleak picture of the coronavirus outbreak But there are also acts of kindness that have inspired thousands of others,Extremely Positive
23832,68784,"Lincoln, NE",24-03-2020,"Due to COVID-19, for the safety of our community, we have closed our retail store. We are still here to help. Purchases may be made on our website, curbside pickup or by calling our staff at (402) 435-7203.",Extremely Positive
33166,78118,"Omaha, NE",05-04-2020,"Grocery store ready. If you shop right at opening time. There are hardly and shoppers and everything is stocked. #steamboatsprings #phish #donutsighting #pandemic #socialdistancing #stayhome @ Steamboat Springs,Â https://t.co/RbsxAiiaw2",Positive
36814,81766,,07-04-2020,SMP COVID 19 Consumer Tips,Neutral
31382,76334,DC/US/Global,03-04-2020,STILL TO COME ON grocery store workers say they are also on the frontlines working through this pandemic Now they have a plea to both city and state leaders 19,Neutral
18689,63641,"DKI Jakarta, Indonesia",22-03-2020,"Its not tradition, but the trend nowadays :
Selling masks and hand sanitizer with high prices due to Covid-19, blaming government, but also most of people here doesn't have awareness about disease, spreading hoax really fast, sighing about e-learning for a goddamn 2 weeks. - ID https://t.co/KPXX29Bf8o",Extremely Negative
34493,79445,"Walnut Grove, Minnesota",06-04-2020,"@WhiteHouse @SecondLady But this whole overreaction is just a #hoax. You said so yourself! YES, Oleson's Mercantile is still open. No lines, no #socialdistancing, and no limits per person. The prices *are* a bit steeper now, but this isn't a charity. I'm ",Positive
13717,58669,,20-03-2020,"Precisely What She Said
#StopHoarding #stockpiling #Convid19uk #coronavirus

https://t.co/TALBV86oqn",Neutral
7421,52373,,18-03-2020,"@CashApp $AndersonDylan

Please help. I got laid off from a grocery store of all places before the Covid-19 panic started. Now noone is hiring and I have no food! If anyone has a tip on places hiring ASAP that would help also.",Positive
25144,70096,,25-03-2020,ADS have launched a dedicated site providing advice amp information for issues affected by the pandemic Up to date advice is available for employment housing benefits amp consumer issues Stay informed Stay protected ,Extremely Positive
41096,86048,,10-04-2020,Easter Weekend Thank you for all YOUR hard work amp dedication to OUR Customers during this crisis Keep sanitizer handy and wear your masks to keep YOU amp those around you safe,Negative
23782,68734,"Edinburgh, Scotland",24-03-2020,It s important to stay vigilant when shopping online at times like these We have updated the checker to include related products like fake testing kits and unbranded hand sanitiser Use our plugin to check them,Extremely Positive
9801,54753,London,19-03-2020,"Those hiking prices during these uncertain times, money is not everything. Greed in the time of #coronavirus",Neutral
12834,57786,All around the world,20-03-2020,Ocado expected to impose rationing on more products https://t.co/jTrI5vRxjK #UK #London #Coronavirus,Negative
40635,85587,"Longview, TX",10-04-2020,#Amazon went from #convenient to #essential during the #CoronavirusPandemic. At what cost? https://t.co/MoUnKPYfRu via @voxdotcom #News #Coronavirus #Pandemic #AmazonFresh #Walmart #GroceryDelivery #RetailStore #Closures,Neutral
41308,86260,"Irvine, CA",10-04-2020,"ÂShoppers will return. But they're living through a pandemic that will change them, maybe forever.Â #ecommerce insight on #covid19 from @RetailDive:  https://t.co/E7ukpQilR8",Neutral
44477,89429,England,13-04-2020,"Today, at Sainsbury's, I was part of one of the most British things I have ever seen. Two dozen of us queuing to get into the supermarket, all appropriately spaced apart, all patiently waiting, complete strangers chatting to each other to pass the time?
 #SocialDistancing",Neutral
12048,57000,"Oklahoma, USA",19-03-2020,"Feb 27. Hey that's a day after I did my first Apocalypse grocery store run.

https://t.co/RQFKTWXU94",Neutral
38744,83696,On life's stage!,08-04-2020,"I continue to be impressed with the efforts of #grocery store #employees who wipe down grocery carts and #baskets that hundreds of #customers reuse everyday. Begs the question, shouldn't y'all have been doing this anyway, even BEFORE #coronavirus??

https://t.co/KUBbwi234A",Positive
22137,67089,,23-03-2020,"Asian #petrochemical sentiments are expected to remain bearish amid uncertainty over #crudeoil prices, #coronavirus pandemic | https://t.co/iZGlrJAOnP https://t.co/7YBNFUZKl1",Negative
14725,59677,"Brighton, Colorado",20-03-2020,"Food pantries are noticing higher demand but less intake. Meanwhile, a housing assistance nonprofit is receiving more calls from people who need help paying rent. The coronavirus' impact on certain nonprofits, plus how you can help. https://t.co/yvfZRqXKs0",Extremely Positive
13679,58631,,20-03-2020,"@HenrySmithUK can you raise with Boris please that supermarket controls for #bulkbuying are NOT working? Shelves still empty. Limits still WAY too high. People panicking. They need to eat, they need supplies. How are you combating this? #CoronaCrisis",Negative
27832,72784,USA,26-03-2020,Fucking Jason #coronavirus #hoarders #toiletpaper #fridaythe13th https://t.co/I9q9h8Ix9t,Neutral
23115,68067,"Vermont, USA",24-03-2020,"Excellent piece here in @TheCounter 
https://t.co/RHFrypWbky

ÂIt is the case that weÂre all going to somewhat adapt to this if it goes on for a long time, but thereÂs so much uncertainty, itÂs hard to predict what will happen with peopleÂs behavior,Â she says.",Negative
40269,85221,"Chicago, IL",09-04-2020,Are you keeping a pulse on retail trends through COVID-19? See how consumers and brands alike are working to create a new normal in this new Sandbox + @weareMERGE article. #coronavirus #alonetogether https://t.co/CjQYbj1uZU,Positive
26876,71828,"Los Angeles, CA",25-03-2020,"#UrbanDictionary has coined the perfect term for #toiletpaper #hoarders, #springbreakers and others who fail to practice proper preventative measures amid the #coronavirus pandemic: #COVIDIOT.

Because stupidity is #contagious.

https://t.co/D4ITLpXLeU https://t.co/boLErfQM8X",Negative
5607,50559,Malaysia,17-03-2020,"As the government announced the implementation of a movement control order to contain the spread of Covid-19 beginning tomorrow, some early shoppers began queuing outside the Giant hypermarket here, waiting to shop for daily essentials.
https://t.co/UBqMqkm7s3 #KwikNews #Nation https://t.co/jDLPjxPIRR",Neutral
14988,59940,"Hartlepool, England",20-03-2020,"For local shops and large retailers banging prices up, you will be remembered, including online retailers,  what goes around can quickly come back at you! 
#WorkingFromHomeLife #CoronaCrisis #Covid_19",Neutral
14718,59670,"Portland, OR",20-03-2020,Today someone asked me if IÂm okay and I said yes. IÂm not okay. I have a #autoimmune disease and IÂm scared. I have #SelfQuarantined myself for a week now. I used to love going to the grocery store but now itÂs a hotbed for the #coronavirus so IÂm stuck inside. #cabinfever,Neutral
39643,84595,"Salem, OR",09-04-2020,"Amazon is now selling masks, hand sanitizer, and gowns on a special section reserved for healthcare workers. https://t.co/NgEzkOKcql #coronavirus @amazon https://t.co/wDCmCypRtB",Extremely Positive
26991,71943,,25-03-2020,"Should supermarket workers wear protective health safety equipment during the coronavirus (COVID-19) out break?
Mum was talking to her partner about it and he said that the supermarket have not provided any protective health safety equipment for his own health when he at work UK.",Extremely Positive
38571,83523,"Pennsylvania, USA",08-04-2020,COVID-19 Pandemic Breeds Multiple Scams https://t.co/5D0yGJR3rr https://t.co/WddzwmEnWK,Negative
6800,51752,,18-03-2020,"Finally made it to the grocery store. The shelves were pretty empty. Got pretzels, gummy bears and pasta sauce. ItÂs like an episode of Chopped, only it sucks and I hate to cook. #Quarantine #COVID2019 #momlife",Negative
9332,54284,Deutschland,19-03-2020,"Things being completely sold out due to #COVID19 

SKorea: Face masks
Netherlands: weed
Singapore: Condoms

Germany: toilet paper &amp;basically everything the supermarket has to over cuz people think they ""need to save"" while sitting in parks, having bbqs and parties.

#coronavirus",Extremely Positive
36241,81193,Boston and Kathmandu,07-04-2020,"Check out how Coronavirus is transforming Consumer Shopping Behavior and how online retailers can benefit from it.
#GrowByData #COVID-19 #ConsumerBehavior #CoronavirusImpact https://t.co/pISpceYHDy",Positive
12125,57077,,19-03-2020,"To all do the medical workers, first responders, grocery store employees, governors, and all those that keep us safe and informed and healthy and well prepared. THANK YOU!!!
#coronavirus #COVID19",Extremely Positive
38035,82987,info@forceforgoodmusic.com,08-04-2020,Good tips for food prep during #Covid_19  https://t.co/8fTSkN1Eob,Positive
44442,89394,"Omaha, NE",13-04-2020,"While we are all spending much more time in our homes, #Homeowners may find an increase in their electricity and gas bills. Learn what you can do to keep these energy bills low during the #Coronavirus. 

https://t.co/pu9jBwthM0 https://t.co/fHydEkaj1C",Positive
34033,78985,,06-04-2020,"From @ETFtrends: Shopping More Online Due to Covid-19? 
""$INDS offers investors exposure to US companies that generate the majority of their revenue from industrial REITs that are part of the e-commerce distribution and logistics network."" @TomLydon https://t.co/feYAHngg7v https://t.co/twKsytSgKQ",Neutral
42441,87393,,12-04-2020,"Hey @GOVUK my GP agreed I was vulnerable and I filled in the form on your site. Where are the care packages? It's been 3 weeks now. Looks like I'm going to have to go to the supermarket, thanks guys, cross your fingers for me. ??
#lockdownextension #lockdown #coronavirus",Extremely Positive
26157,71109,"Charleston, SC",25-03-2020,"The COVID-19 pandemic, countries worldwide have witnessed sharp and broad consumer purchase behaviors as the number of reported COVID-19 cases increase around the world.
Here are some US consumer purchase patterns in NielsenÂs latest report: https://t.co/9HPeRAd26L

#Covid19 #MRX https://t.co/zDbjonDMZq",Positive
43566,88518,"Pillow Fort, Texas",13-04-2020,THIS ??????!!!  I have been that grocery store cashier and supervisor. IÂve been abused during holidays and blizzard warnings. That is nothing compared to what theyÂre going through now. Basic Human 101:  DonÂt Be An Asshole. #Covid_19 #coronavirus #COVIDIOTS https://t.co/A10is5ORkL,Negative
24815,69767,"Gifhorn, Deutschland",25-03-2020,Are we in end times when the grocery store is even out of eggplant   That s a first,Neutral
15276,60228,"Boston, MA",20-03-2020,Imagine going through this without social media and online shopping. #coronavirus #Covid_19,Neutral
16486,61438,"Leicester, United Kingdom",21-03-2020,"I hope families are reunited. I hope we get it back, in somewhat like a normal version of the planet has been restored, if there ever was such a thing. 

Tony Stark. #avengersendgame

#BeKindToEachOther #NHSCovidHeroes #coronavirus #fortheworld @NHSMillion #StopHoarding https://t.co/2C2TsweDYF",Extremely Positive
26226,71178,Mechanicsburg,25-03-2020,They are no longer slicing deli meat and cheese at the grocery store. This is a game changer for anyone with kids to feed everyday. #coronavirus #COVID19,Negative
7068,52020,"Newark, NJ",18-03-2020,Work in #consumergoods? How is the #coronavirus affecting your business? Weigh in our short poll. https://t.co/ha1scnkU7L #cpg https://t.co/iDCCcjPe9n,Neutral
44128,89080,"Newcastle Upon Tyne, England",13-04-2020,Great to see people sticking to the #SocialDistancinguk in my local supermarket. Mind I donÂt think even #COVID2019 could catch up with @NPJaniceHutton the speed she was racing around the store. ShouldÂve gave her a fixed penalty ticket ???,Positive
38250,83202,,08-04-2020,"@jcouhnnt @MarcAllera His attitude is not only callous, it's arguably illegal. See

https://t.co/6Gax7Rxcf4

I don't call BT Consumer sales staff essential. What they do can be done online.",Extremely Negative
31903,76855,,04-04-2020,Food Bank Grateful for Donations Sees Demand Spike Due to COVID 19 Closures,Positive
5472,50424,"Melbourne, Victoria",17-03-2020,"Things we will all hopefully benefit from after Covid-19: increased value placed on work from home options that will benefit people with disabilities/illness and families in the long run; more online learning, more businesses offering delivery, accessible supermarket services,",Extremely Positive
8914,53866,"Coral Gables, FL",18-03-2020,"Attorney General Ashley Moody is asking Floridians to be cautious when researching info about COVID-19. Malicious websites displaying COVID-19 case info have been found.

To read the Consumer Alert issued by the Attorney General in more detail, click here: https://t.co/BZMnx5GUup https://t.co/c8Gd6gvZ3N",Negative
30496,75448,"Tyrone, GA",02-04-2020,Our team in still needs our help as they face a month of military enforced with no means of income and food prices rising If you give now your gift will be MATCHED to double your impact Learn more and give here,Positive
18755,63707,Delhi,22-03-2020,We re fully geared up to ensure that every citizen of NCR is provided with milk in the most hygienic condition We d like to inform our consumers that we ve already taken all adequate measures to ensure the required stock to meet consumer demands,Extremely Positive
39988,84940,New York,09-04-2020,"""We expect a deep but short earnings recession ahead,"" w/earnings hit much harder in developed markets than EM: UBS Global Wealth Management's Claudia PanseriÂ . ""We also expect dividends to be hurt as companies focus on balance sheet and cash preservation."" https://t.co/ICxLRTQzIW",Extremely Negative
13735,58687,"Atlanta, GA",20-03-2020,"#Mortgage rates head up again, another blow to #RealEstate market https://t.co/B2hZQH39ov #FRM @FreddieMac #housing #stock #prices #rising #joblessness #coronavirus #virtual #tours #OpenHouses #brokers #listings #DOM #iBuyers #government #bonds",Neutral
18457,63409,"Cambridge, England",21-03-2020,Cow urine is now national drink of India. After covid-19 its demand and prices increasing?. ?,Negative
6423,51375,,17-03-2020,"I get my heart and compassion from my mother... She's lost clients (cleans houses) because of #COVID2019 and now she's on FB giving out her number to women who need rides to the grocery store.
#immigrantstory https://t.co/EGEloOOWOf",Positive
28292,73244,,26-03-2020,@eBay and @amazon should be ashamed of themselves allowing prices to skyrocket @Logitech website is $69.99 for the C920s on eBay and Amazon $170-$300 maybe people need to see me in court? Just because Covid 19 is around donÂt mean people can jack up pric,Negative
41222,86174,,10-04-2020,The impact of the coronavirus (COVID-19) pandemic on the Consumer Price Index data for March 2020 : U.S. Bureau of Labor Statistics https://t.co/lrrjRE59CI,Neutral
44057,89009,"Nueva York, USA",13-04-2020,Members of the Opec oil cartel and its allies have agreed to withhold almost 10m barrels a day from next month after the outbreak of Covid 19 wiped out demand for fossil fuels and triggered a collapse in global oil prices via,Negative
34158,79110,"Halifax, England",06-04-2020,COVID 19 Emergency Surplus Food Grants Announced Food redistribution organisations are to benefit from  3 25m of government funding to help them cut food waste and redistribute up to 14 000 tonnes of surplus stock during the coronavirus outbreak,Neutral
34718,79670,"West Yorkshire, England",06-04-2020,I miss shopping in our big Pinerolo Mercato more than anything during the shut down Grocery store fruit and veggies just aren t as good and I miss the wonderful vendors and farmers 19,Extremely Positive
12293,57245,Outside NW H-town,19-03-2020,"From a CVS spokesperson: ÂFor any store colleague who is required to self-quarantine due to potential COVID-19 exposure, they will be placed on paid leave for 14 daysÂ
That's great.
Where's the test? The $$ for testing? 
 https://t.co/Av0PDkqTcN",Positive
37811,82763,"Seattle, WA",08-04-2020,Pleased to see two issues of Gebb in special 90 off Hand Sanitizer Bundle at We are glad to be part of anything that helps entertain people and during the current,Extremely Positive
19782,64734,,22-03-2020,@Serendipitysar1 @jemmy_wood Front line. Supermarket workers should get mega hazard pay. @TheDemocrats @SenateGOP @GOP @SenateDems @GOPChairwoman @Publix @WalmartInc #Democrats #Republicans #Lefties #LEFTorRIGHT #coronavirus #CoronavirusUSA #Corona,Negative
19042,63994,Beverly Hills,22-03-2020,Doing a morning walk amp came across this TOILET PAPER HOARDER baseball cap Obviously I take the situation very seriously but I ll also take a laugh where I can get it right now 19,Extremely Positive
38815,83767,,08-04-2020,The FTCÂs Response to the Coronavirus Pandemic: Consumer Protection Priorities and Initial Actions #privacy #FTC https://t.co/4wlog56EIC via @InsidePrivacy,Neutral
12961,57913,"New York, USA",20-03-2020,As most of us are impacted in some way by I encourage you to do what you can to help out the local economy and From purchasing gift cards to shopping online and increasing tips contributing what you can makes a difference,Extremely Positive
13500,58452,The People's Republic of Charm,20-03-2020,#coronavirus #SelfIsolation #day8 ? Restocking at the supermarket https://t.co/grArG7Nwua,Neutral
15697,60649,Most likely crying,20-03-2020,A few picturesof a grocery store #CoronaCrisis https://t.co/iz2jF2TQkY,Neutral
21482,66434,Europe ,23-03-2020,"Small businesses, especially those that rely on consumer spending, are the most vulnerable. A massive amount of research about where to spend and how starts in three places: on GoogleÂs search engine and on the largest social mediaÂhttps://t.co/J2IE9O6GIW https://t.co/YmQDDFIWoQ",Negative
41553,86505,,11-04-2020,"#Coronavirus until this virus has a cure humans around the world should continue wearing masks, washing their hands, use sanitizer, and keep your distance.",Neutral
16923,61875,,21-03-2020,Remember when we asked for a Supermarket Sweep reboot? We should have been more specific. #Covid_19,Neutral
30140,75092,Effin Stereotypes ,02-04-2020,Food bank drive thru in demand as jobs on hold amid COVID 19 pandemic CBC News,Negative
40199,85151,Silicon Valley | SF | 39.5K Ft,09-04-2020,"MyPOV: i love them but they have jacked up their prices, took away eggs fr the fried rice, reduced portions, and hidden the spoons. Service is down, portions smaller, prices up. 
How @PandaExpress is fighting #COVID19 racism https://t.co/6uFl6IIU36 #coronavirus",Extremely Negative
44715,89667,Chicago in body; Paris in soul,14-04-2020,Apparently there s more to surviving than just and,Positive
20563,65515,"Windsor, CA",22-03-2020,@msnbc @MaddowBlog @AppleTV @apple to help people remain at home how about @Apple the wealthiest company on earth offer reduced prices on all products and rentals? #COVID?19 #coronavirus,Extremely Positive
19162,64114,Sydney,22-03-2020,"Las Maravillas indeed! Community spirit lives, my neighbour dropped off 3 rolls and a box of coveted tissues! #toiletpaper #coronavirus https://t.co/W6GSGrCMM3",Positive
9525,54477,Surat,19-03-2020,No need to panic and create chaos regarding shortage of food supplies and groceries. #IndiaFightsCorona #CoronaVirusUpdate #coronavirus,Extremely Negative
29960,74912,?? ,02-04-2020,I would like to dedicate this song to all those people in the Supermarket who think leaning over your shoulder for a tin of beans is more important than Social Distancing xx,Positive
23659,68611,India,24-03-2020,"@SanaKan157 @KhanEijaz Things are getting worse in India too yaar...all lockdown till 31st... the supermarket,online supermarket all running out of stock too .... Now waiting for Modi Dadu's speech towards nation today evening..what's next...pissed of COV",Extremely Negative
11858,56810,,19-03-2020,#coronavirus #covid19UK #panicbuyers for those of you that panic bought everything please remember this gentlemanÂs generation gave up EVERYTHING so you can walk freely into a supermarket and buy exactly what you want. #shameful #selfish https://t.co/6wVMNcH9fM,Positive
19641,64593,Sarasota / Los Angeles ,22-03-2020,"#ProTip: You want to save on #toiletpaper, use #metamucil.  One wipe and you're done.  Grow up people and stop hoarding and be smart.
#coronavirus
#COVID19
#stoptheinsanity https://t.co/YVpeHdB4Go",Extremely Positive
38983,83935,"New York, USA",08-04-2020,"???THANK YOU Jason Knowles, Consumer Investigative Reporter for ABC 7 Chicago! We appreciate your SUPPORT! ???
LIKE~SHARE~POST !
#COVID19 #BeAwareShowYouCare #BASYC #6feet #socialdistancing #flattenthecurve
#communitylove
#peacesign
#kinderreminder
https://t.co/Pp65VpxxOw https://t.co/g2qd4zL8y3",Extremely Positive
11356,56308,,19-03-2020,Regional Australian supermarket hires security to prevent out-of-town... #coronavirus #COVID19 #COVID?19 #???????????? #??????? #Covid_19 #corona #CoronavirusOutbreak #prepper #survival #bushcraft #RT #follow https://t.co/Saz4VmmjRs,Positive
14809,59761,"Lagos, Nigeria",20-03-2020,In the wake of the COVID 19 pandemic the Kenyan Association of Manufacturers has launched an online shopping portal for locally manufactured goods and raw materials in order to forestall disruptions in distribution,Negative
23841,68793,Head Office - Roma Qld,24-03-2020,"Coronavirus doesn't dent farmers' confidence following summer rain, high livestock prices https://t.co/jijNqpsjjY via @ABCNews",Positive
36257,81209,PIT-JERU-NYC-CLE,07-04-2020,"Our conversations around COVID-19 disparities need to layer in both race AND place.

If you donÂt have access to a large, clean, and well designed grocery store and buy your food products at places with only one or two narrow aisles of food, youÂre far more vulnerable. (1/x)",Positive
21808,66760,www.patreon.com/bovinian,23-03-2020,Dear snowbirds and other travellers DO NOT DO THIS AUGH Signed someone who feels guilty for getting too close to some people in the supermarket today,Negative
35670,80622,"Ulaanbaatar, Mongolia",07-04-2020,"@VernonGLittle1 @Z011322 @DanielDumbrill @tweet_stamp #China lied about #coronavirus. Next, they had citizens and companies buy up #medical supplies around the world to drive up prices. They nationalized foreign companies in #China and sent defective gear",Extremely Negative
9142,54094,,18-03-2020,@G_Parker close the shops to the public?.make it delivery or pick up only.dont want covid-19  carriers contaminating supermarket food?,Negative
11669,56621,"Berlin, Germany",19-03-2020,"#Coronavirus-struck cruise ship 'Costa Luminosa' is expected to dock in Marseille, so 'non-Italian' passengers can disembark.

The cruise ship was barred from docking in the Canary islands since previous passengers tested positive https://t.co/HhdCQxkjLI

#CostaLuminosa https://t.co/zQcgObE87U",Positive
32320,77272,everyone's planet,04-04-2020,"""Flash forward to 2020: Instead of slamming OPEC for artificially restraining production, #Trump is urging the cartel to do just that.""

Donald Trump, according to himself, is a stable genius.

#gop #COVID2019 

https://t.co/3jcDSicplq",Positive
14952,59904,"Rochester, NY",20-03-2020,Has anyone else noticed higher prices on other foods and supplies not associated with the #coronavirus,Neutral
31518,76470,Miami,03-04-2020,Interesting data. @yottaa commissioned a study on shopping behaviors in the age of Covid-19. Early effects here https://t.co/nzpPufu7xe,Positive
22260,67212,,23-03-2020,"Outside A SuperMarket During Coronavirus Outbreak #COVIDIOTS
#COVID?19 #StayAtHome #coronavirus #COVID19 #StayHome #COVID19outbreak #lockdown #StayHomeSaveLives #panicbuying #panicshopping #usalockdown #CanadaCovid19 #Walmart 
https://t.co/cAXbUu66rg",Neutral
7654,52606,"London, England",18-03-2020,"Back at the ""Frontline""
A massive shout out to all the NHS staff pharmacy staff shop and supermarket workers road sweepers etc who are braving the Frontline and are doing an amazing job day in day out
#coronavirus #covid19UK https://t.co/I0pVlh5bvx",Positive
19952,64904,"Salt Lake City, UT",22-03-2020,So would toilet papering someones house be a sign of good jester?? ? ? ? ? #toiletpaper #coronavirus #SundayFunday,Positive
14329,59281,"Pensacola, FL",20-03-2020,"Contrarian thoughts for the day: Every crisis, has always been met with a solution. The #CoronaVirus will be no different. Use the temporary shutdown to book your vacations- #cruiseships #airline and #hotels for the next 5 years at bargain prices. Same goes for the #StockMarket.",Negative
34574,79526,St Helens ,06-04-2020,Hats off to @AsdaServiceTeam for sorting out delivery for people on vulnerable list. CouldnÂt get my usual supermarket one so @asda customer now #Isolation #Covid_19 #Grateful ???,Negative
17360,62312,"Ottawa, Ontario",21-03-2020,"Hey #yow, I found a way to safely get fresh fruit &amp; veg. Produce Bros normally wholesales, but right now you can order off their FB and pick up produce at their warehouse. Safer than the grocery store! #Covid_19
#SocialDistancing #ottawa #ottcity https://t.co/jY2TnljZPk",Extremely Positive
37730,82682,,08-04-2020,Ineos and Firmenich rapidly increase hand sanitizer production https://t.co/bw7z4vhaoc #cpistrong #covid19 #coronavirus #handsanitizer,Extremely Positive
7894,52846,"St. Louis, MO",18-03-2020,Gas prices in some parts of the U.S. could drop as low as 99 cents per gallon because of a supply-and-demand perfect storm caused by the #coronavirus pandemic https://t.co/5hzOchVLdq,Neutral
37429,82381,"Barcelona, Spain",08-04-2020,"Low and, in some hours, negative prices, were reached in the European #ElectricityMarkets on Sunday April 5th due to the #coronavirus crisis, the high #RenewableEnergy production and the low prices of #gas and #CO2
#COVID19 #TTF

https://t.co/qipqJKvTvB",Extremely Negative
28307,73259,"Morgan Hill, CA",26-03-2020,"Questioning why athletes and entertainers get paid millions when apparently they are not as ÂessentialÂ as health care professionals, restaurant cooks, delivery drivers and grocery store employees. ? #COVID19 #coronavirus https://t.co/JPknnQhYIX",Positive
42637,87589,,12-04-2020,"""Shopping deactivated!""
(Spray on canvas 18x24cm)
.
.
.
#sickboy #sickonthewall #shopping #disposal #bomb #covid #covid_19 #supermarket #shop #stencil #srencilart #art #popart #streetart #quarantine #easterÂ https://t.co/bmH6COAHdM",Neutral
31016,75968,"Calicut Beach, Calicut, Kerala",03-04-2020,During lock down in J amp K State Food Corporation of India is daily supplying 60 thousand bags of rice and wheat to the state govt valley has sufficient stock of 5 Lakh metric ton rice and wheat and has 2 5 Lakh food grains  ,Neutral
41579,86531,,11-04-2020,In the wake of the COVID 19 wreaking havoc across the world CMERI has developed technologies and products which can help in countering the menacing virus via India,Negative
8985,53937,United States,18-03-2020,"People be hopping into the PS5 architecture reveal thinking it's a consumer level reveal is about the same level of realization that the US had about how serious covid-19 is

The presentation was for GDC, not for our under-uneducated non-developer asses. #PS5Reveal #PlayStation5",Negative
16695,61647,"Abergavenny, Gwent",21-03-2020,Includes your local supermarket...#coronavirus https://t.co/2mFdUd3XUr,Neutral
41048,86000,"Suwanee, GA",10-04-2020,"Humana, a national health care company, has announced it is waiving consumer costs for treatment related to COVID-19-covered services.

Read more in their press statement here:
https://t.co/iVnCX2gLtX",Positive
27895,72847,"Boston, MA",26-03-2020,What was this wench thinking? She needs to be prosecuted for attemped assault as well as damages. The idiot deliberately coughed on $35K worth of produce &amp; other goods at a #PA grocery store.  https://t.co/nmzs9eHxPX #Coronavirus prank - NOT FUNNY!,Extremely Negative
